step,transaction_id,transaction_type,channel,device_type,network_provider,time_of_day,day_of_week,amount,customer_id,customer_type,customer_region,old_balance,new_balance,recipient_id,recipient_type,recipient_region,recipient_old_balance,recipient_new_balance,isFraud,isFlaggedFraud
667,T340008,CASH_OUT,USSD,FeaturePhone,AirtelTigo,Morning,Sunday,48343.85,C3662896822,Government,Ashanti,83756.94,35413.090000000004,R7244670452,Individual,Upper East,6633.01,54976.86,0,0
52,T519167,AIRTIME,Agent,iOS,MTN,Evening,Tuesday,75076.57,C7275874873,Individual,Northern,25258.35,0.0,R7526918982,Individual,Volta,38818.91,113895.48000000001,0,0
111,T832691,CASH_IN,USSD,Android,Vodafone,Night,Monday,93351.82,C4080657131,Merchant,Upper West,74313.95,0.0,R4352408091,Agent,Western,11172.63,104524.45000000001,0,0
600,T596912,TRANSFER,USSD,iOS,Vodafone,Night,Friday,26931.09,C4478719374,Merchant,Eastern,2746.35,0.0,R1778197615,Individual,Volta,47276.51,74207.6,1,1
48,T481462,CASH_IN,USSD,Android,MTN,Night,Sunday,57683.51,C1709229698,Government,Upper West,90243.66,32560.15,R2150869943,Government,Volta,29343.64,87027.15,0,0
15,T376794,UTILITY_PAYMENT,API,FeaturePhone,MTN,Afternoon,Saturday,72547.88,C3877696745,Individual,Greater Accra,57188.54,0.0,R4962457585,Merchant,Volta,2773.19,75321.07,0,0
374,T168637,CASH_OUT,API,FeaturePhone,MTN,Night,Friday,50592.1,C3079500806,Government,Eastern,1713.06,0.0,R4806010595,Government,Ashanti,30915.77,81507.87,1,1
565,T152863,TRANSFER,App,Android,MTN,Afternoon,Sunday,32502.05,C8140431499,Agent,Eastern,29660.28,0.0,R8703401929,Agent,Upper East,7250.07,39752.119999999995,0,0
369,T668977,TRANSFER,App,FeaturePhone,MTN,Night,Monday,40916.03,C3348109736,Merchant,Central,257.38,0.0,R9591409068,Agent,Upper East,16246.37,57162.4,1,1
565,T661527,CASH_OUT,USSD,FeaturePhone,AirtelTigo,Night,Sunday,96639.17,C9316609031,Merchant,Western,1024.58,0.0,R6307042062,Agent,Volta,16174.39,112813.56,1,1
109,T610869,TRANSFER,App,iOS,Vodafone,Morning,Friday,87414.38,C8858597694,Merchant,Eastern,77663.97,0.0,R6632433957,Government,Northern,39918.21,127332.59,0,0
37,T542503,CASH_OUT,App,FeaturePhone,AirtelTigo,Night,Thursday,96642.95,C7770600848,Individual,Western,2185.8,0.0,R3376215097,Merchant,Upper West,6184.59,102827.54,1,1
383,T854506,CASH_IN,App,iOS,Vodafone,Night,Sunday,98661.81,C2552388547,Government,Volta,55265.94,0.0,R2147757989,Individual,Ashanti,11435.54,110097.35,0,0
489,T638105,CASH_OUT,USSD,FeaturePhone,Vodafone,Night,Thursday,51869.97,C9724991864,Agent,Ashanti,2058.51,0.0,R4689389259,Agent,Northern,11906.21,63776.18,1,1
439,T188129,CASH_OUT,USSD,FeaturePhone,Vodafone,Night,Tuesday,35092.47,C3297743956,Merchant,Greater Accra,107.63,0.0,R7414320172,Merchant,Ashanti,22536.69,57629.16,1,1
320,T246606,TRANSFER,USSD,iOS,AirtelTigo,Night,Monday,74511.42,C6682202906,Individual,Central,1523.27,0.0,R7716338555,Agent,Ashanti,18640.68,93152.1,1,1
348,T515408,CASH_OUT,USSD,FeaturePhone,MTN,Night,Friday,3478.87,C5455821751,Government,Central,19608.97,16130.100000000002,R9293671884,Individual,Central,34591.21,38070.08,0,0
377,T220340,UTILITY_PAYMENT,API,iOS,AirtelTigo,Afternoon,Wednesday,65997.29,C2882172947,Merchant,Western,11809.16,0.0,R8011779693,Government,Upper East,16350.33,82347.62,0,0
574,T967442,TRANSFER,API,Android,MTN,Night,Wednesday,55197.9,C8188100401,Government,Northern,1204.31,0.0,R1509006662,Individual,Greater Accra,30560.34,85758.24,1,1
407,T315893,TRANSFER,App,iOS,AirtelTigo,Night,Wednesday,32620.56,C6295864025,Government,Greater Accra,2611.44,0.0,R5595526656,Agent,Greater Accra,6080.61,38701.17,1,1
619,T417201,TRANSFER,USSD,Android,AirtelTigo,Night,Wednesday,23285.67,C9493400366,Merchant,Volta,1418.75,0.0,R8178015729,Merchant,Upper East,46744.82,70030.48999999999,1,1
300,T897802,UTILITY_PAYMENT,USSD,FeaturePhone,AirtelTigo,Morning,Monday,54112.39,C9498977979,Agent,Ashanti,61442.22,7329.830000000002,R6040246870,Government,Volta,48770.23,102882.62,0,0
577,T436168,CASH_OUT,USSD,FeaturePhone,AirtelTigo,Night,Monday,71710.29,C7631807558,Agent,Upper West,19467.4,0.0,R4203489109,Government,Upper West,16355.81,88066.09999999999,0,0
375,T854860,CASH_IN,Agent,FeaturePhone,MTN,Afternoon,Thursday,44675.98,C3687509976,Government,Ashanti,61142.06,16466.079999999994,R5468317287,Individual,Central,37967.68,82643.66,0,0
671,T928391,TRANSFER,USSD,iOS,Vodafone,Night,Monday,62593.57,C3722604277,Agent,Western,1789.35,0.0,R6138609817,Merchant,Greater Accra,47312.34,109905.91,1,1
308,T116977,CASH_OUT,USSD,iOS,Vodafone,Night,Wednesday,60912.64,C9585846518,Individual,Western,2992.71,0.0,R7073314496,Government,Central,22032.11,82944.75,1,1
468,T828142,CASH_IN,USSD,iOS,Vodafone,Afternoon,Friday,11443.09,C2825231211,Government,Central,18519.74,7076.6500000000015,R9425759596,Individual,Greater Accra,25413.71,36856.8,0,0
265,T395968,TRANSFER,API,FeaturePhone,AirtelTigo,Night,Wednesday,74403.21,C8593250984,Individual,Upper West,1219.2,0.0,R5737057771,Individual,Eastern,30845.06,105248.27,1,1
170,T313265,AIRTIME,App,Android,MTN,Night,Monday,6177.86,C1632640842,Government,Upper West,79889.98,73712.12,R1332843511,Government,Northern,42669.83,48847.69,0,0
500,T646802,CASH_OUT,Agent,iOS,MTN,Night,Thursday,42400.93,C2381420377,Merchant,Central,2118.37,0.0,R1025953043,Agent,Ashanti,8356.84,50757.770000000004,1,1
165,T873406,TRANSFER,API,Android,AirtelTigo,Evening,Thursday,62434.17,C7557599634,Government,Ashanti,91836.33,29402.160000000003,R7924750205,Government,Ashanti,42023.5,104457.67,0,0
451,T940896,TRANSFER,API,Android,Vodafone,Night,Saturday,57015.71,C2147977942,Merchant,Upper West,2170.4,0.0,R8177932148,Agent,Ashanti,15251.34,72267.05,1,1
357,T185980,TRANSFER,App,Android,MTN,Night,Saturday,906.94,C5751360166,Agent,Volta,78563.11,77656.17,R5153308001,Agent,Greater Accra,14278.39,15185.33,0,0
370,T348948,TRANSFER,App,FeaturePhone,Vodafone,Morning,Monday,73196.54,C3231985336,Individual,Central,33482.83,0.0,R4122828779,Individual,Upper East,49212.12,122408.66,0,0
216,T261406,TRANSFER,Agent,FeaturePhone,Vodafone,Night,Friday,86070.53,C3954581592,Government,Greater Accra,1482.93,0.0,R5978162882,Merchant,Upper West,42904.98,128975.51000000001,1,1
564,T591081,TRANSFER,API,iOS,Vodafone,Night,Thursday,16395.6,C5135595227,Individual,Upper East,1689.87,0.0,R5151086814,Merchant,Upper East,13570.47,29966.07,1,0
158,T158725,UTILITY_PAYMENT,Agent,Android,MTN,Night,Friday,88772.27,C9023859904,Agent,Volta,40383.33,0.0,R9306210405,Individual,Western,26450.17,115222.44,0,0
613,T627276,TRANSFER,API,iOS,Vodafone,Night,Wednesday,19521.62,C3281169403,Individual,Upper West,305.35,0.0,R3181106786,Government,Volta,42540.88,62062.5,1,0
701,T786611,CASH_OUT,Agent,FeaturePhone,Vodafone,Night,Thursday,17366.01,C6157964035,Merchant,Eastern,507.19,0.0,R2375748554,Merchant,Ashanti,23966.25,41332.259999999995,1,0
567,T391121,CASH_OUT,USSD,FeaturePhone,AirtelTigo,Morning,Thursday,62494.05,C1018345525,Individual,Northern,18803.49,0.0,R5225050022,Agent,Northern,35902.54,98396.59,0,0
612,T187949,CASH_OUT,API,iOS,MTN,Night,Monday,55507.8,C4277561834,Agent,Greater Accra,2250.09,0.0,R6466597005,Agent,Western,3505.41,59013.21000000001,1,1
288,T437211,TRANSFER,App,iOS,Vodafone,Night,Saturday,36793.18,C4406345733,Individual,Western,347.41,0.0,R4282333775,Government,Upper West,47292.68,84085.86,1,1
598,T103117,REVERSAL,API,FeaturePhone,AirtelTigo,Evening,Saturday,91286.03,C9328270737,Agent,Western,30661.91,0.0,R3709131012,Agent,Northern,36823.14,128109.17,0,0
119,T748439,CASH_IN,API,FeaturePhone,AirtelTigo,Night,Sunday,38804.26,C8381531437,Individual,Ashanti,23402.24,0.0,R5176259794,Government,Upper West,34401.16,73205.42000000001,0,0
580,T714669,REVERSAL,USSD,iOS,Vodafone,Morning,Friday,84528.91,C4711430524,Merchant,Eastern,56976.48,0.0,R2112159616,Merchant,Northern,43501.93,128030.84,0,0
316,T884052,UTILITY_PAYMENT,App,Android,MTN,Morning,Friday,34757.12,C9083000382,Merchant,Upper West,88594.71,53837.590000000004,R4454806225,Individual,Northern,27492.72,62249.840000000004,0,0
538,T970504,AIRTIME,Agent,FeaturePhone,AirtelTigo,Night,Wednesday,38172.81,C4901250013,Agent,Western,34704.87,0.0,R3994843857,Individual,Greater Accra,36154.49,74327.29999999999,0,0
602,T948875,CASH_OUT,App,Android,AirtelTigo,Night,Monday,55434.7,C3088458262,Agent,Volta,1137.08,0.0,R1410958196,Government,Upper East,29181.92,84616.62,1,1
77,T838889,CASH_OUT,API,iOS,Vodafone,Night,Saturday,62668.06,C1423644452,Government,Eastern,1532.98,0.0,R7953596590,Agent,Western,48198.11,110866.17,1,1
704,T406400,UTILITY_PAYMENT,API,FeaturePhone,Vodafone,Night,Saturday,62729.98,C1549853942,Government,Central,60431.62,0.0,R9926600235,Merchant,Northern,36290.63,99020.61,0,0
700,T141515,CASH_OUT,USSD,Android,AirtelTigo,Night,Tuesday,85540.45,C6526012592,Government,Western,1036.39,0.0,R3923089394,Merchant,Western,1590.21,87130.66,1,1
449,T487380,TRANSFER,App,iOS,Vodafone,Night,Saturday,41320.99,C2005102559,Merchant,Northern,2820.37,0.0,R3871553289,Agent,Upper East,18227.1,59548.09,1,1
585,T265171,CASH_OUT,Agent,iOS,Vodafone,Morning,Saturday,11797.01,C6366694116,Individual,Eastern,22703.66,10906.65,R3564059351,Agent,Upper West,31835.68,43632.69,0,0
228,T977330,CASH_OUT,API,FeaturePhone,MTN,Night,Friday,30476.56,C9182543558,Merchant,Central,447.75,0.0,R9660523876,Agent,Eastern,6278.28,36754.840000000004,1,1
117,T294015,TRANSFER,API,iOS,Vodafone,Night,Monday,52809.52,C1756389067,Individual,Western,1037.43,0.0,R7741629702,Government,Greater Accra,45789.61,98599.13,1,1
609,T186721,CASH_IN,App,iOS,AirtelTigo,Evening,Monday,73385.14,C7148251964,Government,Western,26243.96,0.0,R8091088248,Individual,Northern,39113.51,112498.65,0,0
612,T982281,UTILITY_PAYMENT,API,FeaturePhone,MTN,Morning,Saturday,60650.57,C9047710198,Individual,Greater Accra,93869.58,33219.01,R5338600744,Merchant,Upper West,21470.69,82121.26,0,0
729,T461487,CASH_OUT,Agent,iOS,AirtelTigo,Night,Friday,55790.17,C2723623221,Merchant,Upper West,1240.7,0.0,R4982151132,Agent,Volta,26834.39,82624.56,1,1
585,T749195,TRANSFER,App,Android,AirtelTigo,Morning,Friday,61561.61,C9632934923,Individual,Upper East,68460.45,6898.8399999999965,R1665951081,Individual,Ashanti,9541.31,71102.92,0,0
413,T831105,TRANSFER,USSD,iOS,AirtelTigo,Night,Tuesday,68901.21,C6265016831,Agent,Northern,524.65,0.0,R4641561499,Individual,Central,3145.37,72046.58,1,1
534,T218167,TRANSFER,API,Android,Vodafone,Night,Sunday,17307.34,C5473896017,Agent,Western,1582.08,0.0,R4455884519,Government,Eastern,47698.56,65005.899999999994,1,0
458,T177411,TRANSFER,USSD,Android,AirtelTigo,Night,Saturday,78720.63,C8075120401,Individual,Ashanti,1237.72,0.0,R9229758097,Merchant,Central,46697.04,125417.67000000001,1,1
496,T832615,UTILITY_PAYMENT,Agent,FeaturePhone,MTN,Morning,Sunday,2799.37,C4531325668,Government,Ashanti,64889.93,62090.56,R5165428133,Government,Northern,818.42,3617.79,0,0
316,T587575,TRANSFER,API,Android,MTN,Night,Tuesday,69411.53,C7192423780,Government,Northern,1043.43,0.0,R3901796894,Individual,Greater Accra,43931.5,113343.03,1,1
179,T512596,TRANSFER,USSD,iOS,AirtelTigo,Night,Monday,66969.32,C9007189787,Government,Central,355.86,0.0,R7850067386,Individual,Eastern,24555.65,91524.97,1,1
223,T164401,CASH_OUT,App,iOS,MTN,Night,Saturday,23675.76,C7997790446,Individual,Central,2909.28,0.0,R3483097086,Agent,Northern,21152.62,44828.38,1,1
272,T173372,CASH_OUT,Agent,Android,Vodafone,Night,Monday,49394.52,C9249648005,Government,Western,10.04,0.0,R7971399399,Agent,Ashanti,14815.41,64209.92999999999,1,1
234,T425486,TRANSFER,Agent,FeaturePhone,AirtelTigo,Night,Sunday,42616.35,C7278136169,Agent,Volta,1306.18,0.0,R1161521910,Government,Northern,27593.86,70210.20999999999,1,1
401,T875982,AIRTIME,Agent,iOS,AirtelTigo,Night,Monday,29010.99,C9699721265,Government,Ashanti,55878.07,26867.079999999998,R8205448349,Agent,Eastern,42792.56,71803.55,0,0
377,T929026,TRANSFER,USSD,iOS,MTN,Night,Friday,28154.98,C9811211199,Government,Volta,996.02,0.0,R5209169576,Agent,Upper East,24367.72,52522.7,1,1
659,T116988,CASH_OUT,API,FeaturePhone,AirtelTigo,Night,Monday,17486.6,C7724692990,Agent,Greater Accra,1046.97,0.0,R5276303367,Government,Upper East,39999.68,57486.28,1,0
596,T750827,AIRTIME,Agent,FeaturePhone,MTN,Morning,Tuesday,22254.71,C8230865707,Merchant,Upper West,7475.58,0.0,R8665322900,Merchant,Central,30729.13,52983.84,0,0
468,T616611,CASH_OUT,App,FeaturePhone,MTN,Night,Saturday,22865.71,C1422970780,Individual,Eastern,176.69,0.0,R7712120056,Individual,Eastern,37668.33,60534.04,1,1
492,T945392,TRANSFER,App,iOS,AirtelTigo,Night,Thursday,27438.46,C5649905416,Merchant,Eastern,270.41,0.0,R8999232625,Merchant,Greater Accra,22048.93,49487.39,1,1
451,T126629,TRANSFER,USSD,FeaturePhone,MTN,Night,Sunday,61505.38,C4655073624,Individual,Upper East,367.69,0.0,R4790265665,Government,Eastern,34815.92,96321.29999999999,1,1
589,T375330,REVERSAL,USSD,Android,Vodafone,Afternoon,Wednesday,4581.61,C8594220487,Agent,Western,74003.28,69421.67,R9467904766,Agent,Western,201.99,4783.599999999999,0,0
595,T639740,TRANSFER,App,Android,AirtelTigo,Night,Monday,10189.05,C8192579713,Government,Volta,2975.62,0.0,R4813836089,Agent,Upper West,26187.55,36376.6,1,0
269,T375382,TRANSFER,App,iOS,MTN,Night,Wednesday,23598.64,C9032781720,Merchant,Northern,2534.37,0.0,R5345918656,Government,Greater Accra,21835.33,45433.97,1,1
584,T249027,REVERSAL,USSD,Android,MTN,Evening,Friday,47263.49,C9476215612,Agent,Greater Accra,13853.42,0.0,R7990330134,Government,Upper West,19507.39,66770.88,0,0
231,T233825,TRANSFER,API,Android,Vodafone,Night,Sunday,20575.85,C1312621735,Merchant,Upper West,48020.09,27444.239999999998,R9138769588,Agent,Greater Accra,26538.86,47114.71,0,0
120,T744655,UTILITY_PAYMENT,App,iOS,AirtelTigo,Evening,Tuesday,36034.94,C7757582563,Agent,Western,5894.5,0.0,R5654324478,Individual,Northern,23839.4,59874.340000000004,0,0
291,T701480,TRANSFER,USSD,Android,Vodafone,Night,Thursday,13945.32,C5258488042,Merchant,Upper West,2638.43,0.0,R1925678160,Agent,Northern,16634.01,30579.329999999998,1,0
107,T776128,CASH_OUT,App,iOS,MTN,Night,Saturday,85996.94,C3377788470,Agent,Ashanti,1640.54,0.0,R5131366463,Individual,Volta,24725.85,110722.79000000001,1,1
46,T124258,REVERSAL,API,Android,MTN,Night,Saturday,28917.39,C2518649714,Agent,Northern,29503.32,585.9300000000003,R5641968469,Merchant,Ashanti,35774.79,64692.18,0,0
742,T637168,REVERSAL,USSD,FeaturePhone,AirtelTigo,Night,Friday,17089.64,C5432018576,Agent,Ashanti,95383.25,78293.61,R5638635606,Government,Volta,20663.09,37752.729999999996,0,0
90,T550363,CASH_OUT,API,Android,AirtelTigo,Night,Monday,56463.02,C5637176934,Merchant,Northern,1226.39,0.0,R3778169444,Individual,Greater Accra,4021.27,60484.28999999999,1,1
170,T398709,REVERSAL,Agent,FeaturePhone,Vodafone,Evening,Sunday,79293.65,C5288375347,Agent,Western,96643.31,17349.660000000003,R1143803233,Merchant,Greater Accra,21118.03,100411.68,0,0
488,T584867,TRANSFER,App,iOS,AirtelTigo,Night,Tuesday,74545.93,C6350622684,Agent,Greater Accra,361.77,0.0,R2066074462,Government,Volta,7042.23,81588.15999999999,1,1
293,T544579,CASH_OUT,API,FeaturePhone,MTN,Night,Sunday,35441.35,C5880922736,Government,Northern,2056.82,0.0,R5830513583,Agent,Eastern,22720.12,58161.47,1,1
167,T597774,TRANSFER,API,FeaturePhone,MTN,Night,Sunday,7400.51,C6242487299,Agent,Upper West,3126.31,0.0,R7168282434,Merchant,Greater Accra,38997.42,46397.93,0,0
31,T232537,CASH_OUT,USSD,FeaturePhone,Vodafone,Night,Tuesday,65184.21,C4734297104,Agent,Greater Accra,452.21,0.0,R8876362545,Government,Central,25640.75,90824.95999999999,1,1
300,T556018,TRANSFER,USSD,Android,Vodafone,Night,Friday,93992.97,C1125506598,Government,Western,2372.75,0.0,R2204127801,Individual,Northern,8384.87,102377.84,1,1
387,T961866,CASH_OUT,USSD,FeaturePhone,MTN,Night,Wednesday,5513.75,C1261412194,Individual,Upper East,1470.73,0.0,R9817654910,Merchant,Volta,41242.74,46756.49,1,0
341,T402982,TRANSFER,Agent,iOS,MTN,Night,Monday,62558.11,C6273542227,Merchant,Eastern,2885.05,0.0,R6116450998,Merchant,Eastern,22589.33,85147.44,1,1
661,T373938,TRANSFER,API,FeaturePhone,MTN,Night,Sunday,52979.63,C1670871680,Merchant,Western,19729.24,0.0,R2233702453,Merchant,Eastern,912.88,53892.509999999995,0,0
261,T822602,TRANSFER,Agent,iOS,MTN,Evening,Monday,50828.94,C5315864754,Merchant,Eastern,45140.86,0.0,R9557538383,Government,Eastern,40827.31,91656.25,0,0
672,T704168,CASH_OUT,Agent,FeaturePhone,AirtelTigo,Morning,Monday,14931.88,C5546669224,Merchant,Upper West,67415.21,52483.33000000001,R1508582001,Government,Ashanti,17636.77,32568.65,0,0
697,T446919,CASH_OUT,API,Android,AirtelTigo,Night,Tuesday,46954.58,C2434486874,Merchant,Eastern,2617.02,0.0,R5510235152,Merchant,Northern,29909.82,76864.4,1,1
641,T438931,CASH_IN,API,iOS,AirtelTigo,Night,Sunday,96302.57,C4266807729,Individual,Central,50661.51,0.0,R3799948106,Merchant,Upper East,26517.92,122820.49,0,0
628,T385925,CASH_OUT,USSD,iOS,MTN,Night,Tuesday,57100.1,C5316661404,Individual,Eastern,606.59,0.0,R1889643831,Government,Upper East,44691.56,101791.66,1,1
560,T737846,CASH_OUT,Agent,Android,AirtelTigo,Night,Friday,47637.3,C1637088959,Individual,Upper West,2917.26,0.0,R5836956044,Government,Central,23085.81,70723.11,1,1
14,T655286,TRANSFER,API,iOS,MTN,Night,Saturday,15404.16,C7903937176,Agent,Western,590.22,0.0,R7522416609,Government,Western,32576.48,47980.64,1,0
583,T621915,AIRTIME,Agent,Android,Vodafone,Night,Saturday,55944.34,C6677088803,Merchant,Upper East,2671.39,0.0,R5848363757,Merchant,Upper East,25735.07,81679.41,0,0
92,T314636,TRANSFER,API,Android,Vodafone,Afternoon,Monday,80264.15,C6458483030,Individual,Ashanti,17435.16,0.0,R8521611445,Merchant,Eastern,23688.57,103952.72,0,0
653,T573040,CASH_OUT,Agent,Android,MTN,Evening,Thursday,49100.64,C3607959128,Individual,Central,34556.0,0.0,R9354241179,Individual,Upper West,8075.04,57175.68,0,0
284,T861170,AIRTIME,USSD,iOS,MTN,Afternoon,Tuesday,95428.93,C6422668648,Agent,Volta,15438.74,0.0,R9142618011,Government,Eastern,20268.58,115697.51,0,0
413,T411128,UTILITY_PAYMENT,USSD,FeaturePhone,AirtelTigo,Afternoon,Monday,82160.61,C6565159191,Government,Upper West,15065.49,0.0,R6874776768,Individual,Greater Accra,7272.96,89433.57,0,0
505,T690501,TRANSFER,App,FeaturePhone,Vodafone,Evening,Tuesday,43280.63,C8086006425,Agent,Upper East,62729.21,19448.58,R2233790300,Individual,Western,37714.55,80995.18,0,0
727,T887217,TRANSFER,USSD,Android,AirtelTigo,Night,Monday,36523.95,C2910503089,Individual,Northern,62312.27,25788.32,R8157167779,Individual,Central,14503.8,51027.75,0,0
240,T568323,TRANSFER,USSD,iOS,Vodafone,Night,Tuesday,51701.16,C7790021031,Merchant,Volta,1765.03,0.0,R8315475828,Government,Upper West,49941.8,101642.96,1,1
727,T339698,REVERSAL,Agent,Android,Vodafone,Morning,Monday,83617.33,C9538256817,Merchant,Western,20972.37,0.0,R9127099737,Merchant,Upper East,5591.55,89208.88,0,0
423,T903649,TRANSFER,USSD,iOS,AirtelTigo,Night,Friday,44986.06,C4704868300,Individual,Greater Accra,19951.24,0.0,R8965375835,Government,Western,34271.69,79257.75,0,0
63,T146228,TRANSFER,App,iOS,Vodafone,Night,Monday,13108.22,C5310195918,Government,Upper West,1243.87,0.0,R4311931853,Government,Greater Accra,14979.8,28088.019999999997,1,0
246,T764715,CASH_OUT,USSD,FeaturePhone,AirtelTigo,Morning,Wednesday,27478.14,C5583384796,Individual,Volta,19715.69,0.0,R5245767265,Government,Upper West,48409.28,75887.42,0,0
373,T989838,TRANSFER,Agent,iOS,MTN,Night,Friday,99889.59,C5260523439,Merchant,Eastern,2175.52,0.0,R5992571253,Merchant,Greater Accra,11448.57,111338.16,1,1
2,T287743,TRANSFER,API,FeaturePhone,MTN,Night,Monday,6139.78,C1322568010,Government,Volta,1106.88,0.0,R1786072383,Merchant,Central,48945.57,55085.35,1,0
349,T190346,CASH_OUT,API,FeaturePhone,AirtelTigo,Night,Monday,21371.4,C1193224162,Agent,Eastern,1657.78,0.0,R8280011617,Merchant,Northern,17318.76,38690.16,1,1
453,T417255,TRANSFER,App,FeaturePhone,Vodafone,Night,Saturday,34801.57,C1503784616,Merchant,Central,1253.75,0.0,R7700772345,Agent,Ashanti,32096.71,66898.28,1,1
622,T696035,TRANSFER,Agent,FeaturePhone,AirtelTigo,Night,Tuesday,60903.98,C7861020478,Merchant,Upper East,1024.68,0.0,R2685444628,Agent,Volta,149.39,61053.37,1,1
327,T155826,CASH_OUT,API,Android,Vodafone,Night,Monday,68383.21,C1584821121,Individual,Upper East,2854.88,0.0,R1188334950,Individual,Greater Accra,3192.63,71575.84000000001,1,1
493,T205130,CASH_OUT,Agent,FeaturePhone,Vodafone,Night,Wednesday,88900.2,C5708351504,Individual,Northern,598.81,0.0,R7601853764,Merchant,Ashanti,20336.52,109236.72,1,1
166,T708519,CASH_OUT,App,FeaturePhone,AirtelTigo,Night,Thursday,33844.27,C4847761430,Agent,Western,2341.67,0.0,R3799620568,Merchant,Central,4113.62,37957.89,1,1
713,T689128,CASH_OUT,Agent,FeaturePhone,AirtelTigo,Night,Saturday,24279.69,C5672946587,Agent,Upper West,1603.46,0.0,R6348207818,Government,Greater Accra,34303.38,58583.06999999999,1,1
14,T258059,CASH_OUT,API,iOS,Vodafone,Evening,Saturday,95472.66,C1961163542,Individual,Upper West,61135.02,0.0,R5691250777,Merchant,Upper East,35742.98,131215.64,0,0
624,T533371,UTILITY_PAYMENT,App,FeaturePhone,AirtelTigo,Night,Wednesday,15263.52,C7484952869,Government,Northern,54529.77,39266.25,R9249044419,Government,Northern,26759.68,42023.2,0,0
224,T701846,TRANSFER,USSD,FeaturePhone,AirtelTigo,Night,Tuesday,73284.02,C8446676790,Agent,Central,2306.6,0.0,R7103217717,Merchant,Western,3672.23,76956.25,1,1
602,T558337,CASH_IN,App,FeaturePhone,MTN,Night,Thursday,23538.86,C5842848696,Government,Eastern,80530.42,56991.56,R9173418640,Merchant,Eastern,48921.86,72460.72,0,0
169,T932036,REVERSAL,Agent,Android,AirtelTigo,Night,Thursday,55126.48,C3955578324,Merchant,Northern,9442.9,0.0,R1087892892,Agent,Volta,27299.31,82425.79000000001,0,0
516,T391318,AIRTIME,App,Android,Vodafone,Evening,Wednesday,18501.36,C6898214876,Government,Central,10495.64,0.0,R4916256911,Government,Ashanti,17876.44,36377.8,0,0
634,T340393,TRANSFER,Agent,iOS,MTN,Night,Saturday,32959.7,C6008744392,Merchant,Western,2860.68,0.0,R2945857110,Merchant,Greater Accra,35181.6,68141.29999999999,1,1
88,T525608,CASH_OUT,API,Android,MTN,Night,Tuesday,81380.07,C4929914423,Merchant,Volta,185.76,0.0,R3320107489,Merchant,Ashanti,16264.82,97644.89000000001,1,1
667,T951697,AIRTIME,App,FeaturePhone,AirtelTigo,Afternoon,Monday,83683.0,C2390578302,Agent,Volta,74465.02,0.0,R6884973624,Merchant,Volta,24800.87,108483.87,0,0
254,T745991,TRANSFER,App,FeaturePhone,MTN,Morning,Friday,28861.32,C6276410031,Agent,Volta,46584.73,17723.410000000003,R3104931479,Agent,Eastern,16526.17,45387.49,0,0
500,T542242,TRANSFER,API,Android,MTN,Night,Thursday,32886.7,C5494231664,Merchant,Ashanti,36.67,0.0,R2049197365,Government,Western,810.26,33696.96,1,1
209,T273805,UTILITY_PAYMENT,Agent,iOS,MTN,Night,Wednesday,61296.13,C1958153153,Merchant,Ashanti,21417.05,0.0,R4377425313,Agent,Greater Accra,37857.85,99153.98,0,0
637,T664711,AIRTIME,USSD,FeaturePhone,Vodafone,Morning,Wednesday,66707.24,C3944590867,Merchant,Volta,57878.25,0.0,R8118137854,Individual,Ashanti,841.17,67548.41,0,0
330,T594775,TRANSFER,App,iOS,Vodafone,Night,Friday,54116.54,C3682719160,Agent,Northern,2711.09,0.0,R4823625005,Merchant,Greater Accra,25440.04,79556.58,1,1
207,T910208,CASH_OUT,Agent,Android,Vodafone,Night,Wednesday,87133.54,C7077131430,Merchant,Ashanti,1381.07,0.0,R7475684019,Agent,Northern,20638.06,107771.59999999999,1,1
371,T936625,CASH_OUT,API,Android,Vodafone,Afternoon,Tuesday,6212.77,C9936526354,Merchant,Upper East,6478.6,265.8299999999999,R1128219521,Individual,Western,20432.6,26645.37,0,0
2,T682430,CASH_OUT,API,Android,AirtelTigo,Night,Sunday,24294.85,C1683002790,Individual,Greater Accra,401.54,0.0,R2504797898,Merchant,Ashanti,45856.41,70151.26000000001,1,1
213,T146129,CASH_IN,App,FeaturePhone,MTN,Afternoon,Friday,96603.66,C3769413993,Agent,Volta,40404.41,0.0,R1129528814,Individual,Volta,5165.32,101768.98000000001,0,0
690,T194641,CASH_OUT,Agent,FeaturePhone,MTN,Night,Friday,9283.44,C1241239647,Merchant,Central,2639.43,0.0,R3584122005,Government,Upper East,23392.97,32676.410000000003,1,0
225,T151544,TRANSFER,API,FeaturePhone,MTN,Night,Monday,95244.86,C4021334216,Government,Central,16500.94,0.0,R1678178119,Individual,Upper West,48408.34,143653.2,0,0
726,T464671,UTILITY_PAYMENT,Agent,iOS,MTN,Morning,Tuesday,73389.13,C7107366265,Government,Central,62356.55,0.0,R2587495160,Agent,Ashanti,27808.08,101197.21,0,0
166,T968924,REVERSAL,API,Android,MTN,Morning,Wednesday,62589.65,C3022761184,Agent,Central,42223.93,0.0,R4665399447,Government,Northern,41014.76,103604.41,0,0
168,T905736,CASH_OUT,App,iOS,AirtelTigo,Morning,Friday,3502.42,C1479561482,Merchant,Greater Accra,94913.58,91411.16,R4839750884,Government,Western,38443.18,41945.6,0,0
